,Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
2618,Comme des Garcons x Monocle Scent Tree: Sugi Comme des Garcons for women and men,Woody Aromatic,Cypress,Pine Tree,Madagascar Pepper,Spring/Summer,Day,moderate,moderate,4.27,114
2619,Comme des Garcons x Monocle Scent Two: Laurel Comme des Garcons for men,Woody Aromatic,Bay Leaf,Pepper,Oak,All Season,Day,moderate,moderate,4.15,112
2620,Comme des Garcons x Undercover Holygrace Comme des Garcons for women,Oriental Spicy,Ginger,Incense,Amber,Fall/Winter,Day,moderate,moderate,3.39,38
2621,Comme des Garcons x Undercover Holygrapie Comme des Garcons for women,Oriental Spicy,Black Pepper,Incense,Ginger,All Season,Day,moderate,moderate,3.68,48
2622,Daphne Comme des Garcons for women,,Incense,Tuberose,Saffron,Fall/Winter,All Time,long lasting,heavy,4.11,277
2623,Dot Comme des Garcons for women and men,Oriental Floral,Bitter Orange,Fruits,Green Notes,Spring/Summer,Day,moderate,moderate,2.88,37
2624,Dover Street Market Comme des Garcons for women and men,,Pine,Incense,Juniper Berries,All Season,Day,moderate,moderate,4.43,123
2625,Floriental Comme des Garcons for women and men,Woody Spicy,Plum,Incense,Sandalwood,Fall/Winter,All Time,long lasting,heavy,4.1,326
2626,Gosha Rubchinskiy Гоша Рубчинский Comme des Garcons for women and men,Aromatic,Angelica,Mandarin Orange,Haitian Vetiver,Spring/Summer,Day,moderate,moderate,3.41,54
2627,Grace Comme des Garcons for women,Floral,Moroccan Rose,White Musk,Bergamot,Spring/Summer,Day,moderate,heavy,3.68,56
2628,Hinoki Comme des Garcons for men,Woody,Hinoki Wood,Cypress,Camphor,All Season,Day,moderate,moderate,4.41,367
2629,Odeur 53 Comme des Garcons for women and men,Floral Woody Musk,Metallic notes,Clay,Sand,All Season,Day,moderate,moderate,3.74,167
2630,Odeur 71 Comme des Garcons for women and men,Chypre Floral,Metallic notes,Ink,Hiacynth,All Season,Day,moderate,moderate,3.83,183
2631,Pearly Monster Comme des Garcons for women,Floral Woody Musk,Amber,Vanilla,Cedar,Fall,Night,long lasting,enormous,5.0,11
2632,Serpentine Comme des Garcons for women and men,Aromatic Green,Grass,Green Leaves,Aldehydes,Spring/Summer,Day,moderate,moderate,3.92,91
2633,Standard Comme des Garcons for women and men,,Virginia Cedar,Amalfi Lemon,Musk,All Season,Day,moderate,moderate,4.32,151
2634,Wonderwood Comme des Garcons for men,Woody,Virginia Cedar,Sandalwood,Cypress,Fall/Winter,All Time,moderate,moderate,4.27,1146
2635,Blue Cedrat Comme des Garcons for women and men,Woody Spicy,Virginia Cedar,Italian Lemon,Juniper Berries,Spring/Summer,Day,moderate,moderate,3.64,131
2636,Blue Encens Comme des Garcons for women and men,Aromatic Spicy,Incense,Cardamom,Artemisia,All Season,All Time,moderate,moderate,4.05,202
2637,Blue Santal Comme des Garcons for women and men,Woody Spicy,Australian Sandalwood,Pine,Juniper Berries,All Season,Day,moderate,moderate,3.91,180
2638,Comme des Garcons Series 1  Leaves: Mint Comme des Garcons for women and men,Floral Green,Mint,Galbanum,Pepper,Spring/Summer,Day,weak,moderate,3.83,10
2639,Comme des Garcons Series 1 Leaves: Calamus Comme des Garcons for women and men,Floral Green,Bamboo,Angelica,Celery Seeds,Spring/Summer,Day,moderate,moderate,3.94,84
2640,Comme des Garcons Series 1 Leaves: Lily Comme des Garcons for women and men,Floral Green,Lily-of-the-Valley,Freesia,Rose,Spring/Summer,Day,moderate,heavy,3.92,82
2641,Comme des Garcons Series 1 Leaves: Shiso Comme des Garcons for women and men,Floral Green,Mint,Shiso,Caraway,Spring,Day,poor,soft,4.5,8
2642,Comme des Garcons Series 1 Leaves: Tea Comme des Garcons for women and men,Floral Green,Mate,Black Tea,Cedar,All Season,Day,moderate,moderate,3.33,64
2643,Comme des Garcons Series 2 Red: Carnation Comme des Garcons for women,Oriental Spicy,Carnation,Cloves,Red Pepper,All Season,Day,moderate,moderate,4.07,158
2644,Comme des Garcons Series 2 Red: Harissa Comme des Garcons for women and men,Aromatic Fougere,Chili Pepper,Tomato,Spices,All Season,Day,moderate,moderate,3.84,86
2645,Comme des Garcons Series 2 Red: Palisander Comme des Garcons for men,Woody Chypre,Palisander Rosewood,Red Cedar,Spices,Fall/Winter,Day,moderate,moderate,3.95,111
2646,Comme des Garcons Series 2 Red: Rose Comme des Garcons for women,Floral,Red Rose,Raspberry,Geranium,Spring/Summer,Day,moderate,heavy,3.78,61
2647,Comme des Garcons Series 2 Red: Sequoia Comme des Garcons for women and men,Woody,Rum,Sequoia,Mahogany,All Season,Day,moderate,heavy,4.27,216
2648,Comme des Garcons Series 3 Incense: Avignon Comme des Garcons for women and men,Oriental Woody,Incense,Myrhh,Olibanum,Fall/Winter,Night,moderate,moderate,4.36,1202
2649,Comme des Garcons Series 3 Incense: Jaisalmer Comme des Garcons for women and men,Oriental Woody,Incense,Cardamom,Pepper,Fall/Winter,Day,moderate,moderate,4.15,334
2650,Comme des Garcons Series 3 Incense: Kyoto Comme des Garcons for women and men,Oriental Woody,Incense,Cypress,Cedar,Fall/Winter,Day,moderate,moderate,4.35,766
2651,Comme des Garcons Series 3 Incense: Ouarzazate Comme des Garcons for women and men,Oriental Woody,Incense,Green Tea,Guaiac Wood,All Season,Day,moderate,moderate,4.18,281
2652,Comme des Garcons Series 3 Incense: Zagorsk Comme des Garcons for women and men,Oriental Woody,Pine Tree,Incense,Birch,Fall/Winter,All Time,moderate,moderate,4.16,460
2653,Comme des Garcons Series 4 Cologne : Anbar Comme des Garcons for women and men,Citrus Aromatic,Lemon Blossom,Bergamot,Lemon,Spring/Summer,Day,moderate,moderate,3.76,50
2654,Comme des Garcons Series 4 Cologne : Citrico Comme des Garcons for women and men,Citrus Aromatic,Neroli,Lemon,Bergamot,Spring/Summer,Day,moderate,moderate,4.03,48
2655,Comme Des Garcons Series 4 Cologne : Vettiveru Comme des Garcons for women and men,Woody Aromatic,Vetiver,Bergamot,Neroli,Spring/Summer,Day,moderate,moderate,4.37,205
2656,Comme des Garcons Series 5 Sherbet: Cinnamon Comme des Garcons for women and men,Aromatic Fougere,Bergamot,Cinnamon,Saffron,All Season,Day,moderate,moderate,3.54,57
2657,Comme des Garcons Series 5 Sherbet: Peppermint Comme des Garcons for women and men,Floral Green,Mint,White Pepper,White Musk,Spring/Summer,Day,moderate,heavy,4.17,84
2658,Comme des Garcons Series 5 Sherbet: Rhubarb Comme des Garcons for women and men,Floral Green,Rhubarb,Litchi,Oak Tree,Spring/Summer,Day,moderate,soft,4.27,160
2659,Comme des Garcons Series 6 Synthetic: Dry Clean Comme des Garcons for women and men,Floral Aldehyde,Aldehydes,Guaiac Wood,Rose,All Season,Day,long lasting,heavy,4.12,21
2660,Comme des Garcons Series 6 Synthetic: Garage Comme des Garcons for women and men,Woody,Leather,Aldehydes,Vetiver,All Season,Day,long lasting,moderate,3.78,80
2661,Comme des Garcons Series 6 Synthetic: Skai Comme des Garcons for women and men,Floral Aldehyde,Labdanum,Graperfuit,Suede,All Season,Day,long lasting,moderate,3.76,36
2662,Comme des Garcons Series 6 Synthetic: Soda Comme des Garcons for women and men,Aromatic,Aldehydes,Lemon,Lime,Spring/Summer,Day,long lasting,heavy,3.28,41
2663,Comme des Garcons Series 6 Synthetic: Tar Comme des Garcons for women and men,Woody,Leather,Styrax,Opoponax,All Season,Night,long lasting,moderate,4.14,108
2664,Comme des Garcons Series 7 Sweet: Burnt Sugar Comme des Garcons for women and men,Oriental,Spices,Orange Blossom,Vanilla,Fall/Winter,All Time,long lasting,moderate,4.27,14
2665,Comme des Garcons Series 7 Sweet: Nomad Tea Comme des Garcons for women and men,Oriental,Mint,Sugar,Green Tea,Spring/Summer,Day,moderate,moderate,3.82,49
2666,Comme des Garcons Series 7 Sweet: Spicy Cocoa Comme des Garcons for women and men,Oriental,Dark Chocolate,Pepper,Coconut,Fall/Winter,Night,poor,soft,4.0,21
2667,Comme des Garcons Series 7 Sweet: Sticky Cake Comme des Garcons for women and men,Oriental,iris,Almond,Pistachio,All Season,Day,moderate,heavy,3.31,59
2668,Comme des Garcons Series 7 Sweet: Wood Coffee Comme des Garcons for women and men,Oriental,Coffee,Woodsy Notes,Licorice,Fall/Winter,Day,moderate,heavy,4.2,38
2669,Comme des Garcons Series 8 Guerrilla: Guerrilla 1 Comme des Garcons for women and men,Woody Spicy,Champaca,Pepper,Saffron,All Season,All Time,moderate,moderate,4.0,61
2670,Comme des Garcons Series 8 Guerrilla: Guerrilla 2 Comme des Garcons for women and men,Aromatic Fruity,Pink Pepper,Raspberry,Paprika,All Season,Day,moderate,heavy,3.52,50
2671,Comme des Garcons Series Luxe: Champaca Comme des Garcons for women and men,Floral Woody Musk,Champaca,Tuberose,Angelica,All Season,All Time,long lasting,heavy,4.3,83
2672,Comme des Garcons Series Luxe: Patchouli Comme des Garcons for women and men,Woody Spicy,Patchouli,White Pepper,Opoponax,Fall/Winter,All Time,very long lasting,heavy,4.31,81
2673,Luxe Champaca Eau de Toilette Comme des Garcons for women and men,Floral Woody Musk,Champaca,White Musk,Angelica,All Season,All Time,long lasting,heavy,4.09,63
2674,Luxe Patchouli Eau de Toilette Comme des Garcons for women and men,Woody Spicy,Patchouli,Soybean,White Pepper,Fall/Winter,All Time,long lasting,moderate,4.0,38
2675,Energy C Grapefruit Comme des Garcons for women and men,Citrus,Grapefruit,Petitgrain,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.57,27
2676,Energy C Lemon Comme des Garcons for women and men,Citrus Aromatic,Lemon,Citron,Bergamot,Summer,Day,moderate,moderate,3.95,21
2677,Energy C Lime Comme des Garcons for women and men,Citrus,Lime,Lemon,Jasmine,Spring/Summer,Day,long lasting,moderate,4.23,42
2678,Black Comme des Garcons for women and men,Woody Spicy,Black Pepper,Pink Pepper,Birch,Fall/Winter,All Time,moderate,moderate,4.1,114
2679,Comme des Garcons Play Comme des Garcons for women and men,Citrus Aromatic,Lime,Bitter Orange,Pepper,Spring/Summer,Day,moderate,moderate,3.26,41
2680,Green Comme des Garcons for women and men,Aromatic Green,Mint,Lime,Basil,Spring/Summer,Day,moderate,moderate,4.19,88
2681,Red Comme des Garcons for women and men,Oriental Spicy,Sour Cherry,Mandarin Orange,Pink Pepper,All Season,Day,moderate,moderate,3.47,63
2682,Vogue 125 Comme des Garcons for women and men,Oriental Floral,Lily-of-the-Valley,Peony,Instant film accord,All Season,Night,moderate,heavy,3.0,21
2683, L'Aimant Caresse d'Orchidee Coty for women,Floral,Orchid,Vanilla,Red Rose,All Season,Day,very long lasting,heavy,4.0,6
2684,A'Suma Coty for women,Oriental Spicy,Lavender,Heliotrope,Vanilla,Fall/Winter,Night,long lasting,heavy,4.0,5
2685,Aspen Discovery Coty for men,Aromatic Fougere,Citruses,Lavender,Musk,Spring/Summer,Day,moderate,moderate,4.57,8
2686,Aspen For Men Coty for men,Aromatic Fougere,Green Notes,Balsam Fir,Cedar,Spring/Summer,Day,moderate,moderate,3.92,524
2687,Avatar Coty for men,Aromatic Spicy,Pineapple,Woodsy Notes,Bergamot,All Season,Day,moderate,heavy,4.06,58
2688,Chanson d'Air Coty for women,Floral,Lily,Aldehydes,Orange Blossom,Spring/Summer,Day,weak,moderate,3.77,36
2689,Chanson d'Eau Coty for women,,Basil,Mandarin Orange,Lavender,Spring/Summer,Day,moderate,moderate,3.82,137
2690,Chanson d'Emotions Pure Innocence Coty for women,Floral Green,Peony,Freesia,Cypress,Spring/Summer,Day,moderate,moderate,3.85,24
2691,Chanson de Nuit Coty for women,Floral,Floral Notes,Spices,Citruses,All Season,Night,moderate,heavy,4.09,27
2692,Chanson de Vie Coty for women,Floral Fruity,Lemon,Lily,Yuzu,Spring/Summer,Day,weak,moderate,3.73,13
2693,Chypre Coty for women,Chypre,Oakmoss,Bergamot,Jasmine,All Season,Day,moderate,heavy,4.69,125
2694,Complice Coty for women,Floral Aldehyde,Aldehydes,oak moss,Lily-of-the-Valley,Fall/Winter,All Time,long lasting,heavy,3.82,22
2695,Coty Musk for Men Coty for men,Oriental Woody,Musk,Amber,Woody Notes,All Season,Day,moderate,heavy,3.52,26
2696,Crossmen Original Coty for men,Aromatic,Sandalwood,Orange,Cedar,All Season,Day,moderate,moderate,4.27,11
2697,Dark Vanilla Coty for women,Oriental Spicy,Vanilla,Tuberose,Jasmine,Fall/Winter,Night,moderate,moderate,4.02,119
2698,Desperate Housewives Forbidden Fruit Coty for women,Floral Fruity,Apple,Peach,Lily,All Season,Day,moderate,heavy,3.94,110
2699,Dulce Vanilla Coty for women,Oriental Spicy,Amber,Caramel,Coconut,Fall/Winter,Day,long lasting,heavy,3.82,56
2700,Eau Masumi Coty for women,Floral Woody Musk,Rose,Black Currant,Bergamot,Spring/Summer,Day,long lasting,moderate,4.0,12
2701,Elan Coty for women,Floral Aldehyde,Aldehydes,Oakmoss,Damask Rose,Spring,Night,long lasting,heavy,4.5,4
2702,Emeraude Coty for women,Oriental,Opoponax,Benzoin,Vanilla,Fall/Winter,All Time,moderate,moderate,3.71,826
2703,Ex'cla-ma'tion Coty for women,Floral,Vanilla,Peach,Apricot,All Season,Day,moderate,moderate,3.22,925
2704,Ex'cla-ma'tion Blush Coty for women,Floral,Tagetes,Cedar,Lily,Spring/Summer,Day,moderate,heavy,2.87,27
2705,Ex'cla-ma'tion Dare Coty for women,Floral,Black Currant,Raspberry,Orange Blossom,Fall/Winter,Day,moderate,soft,4.23,14
2706,Ex'cla-ma'tion Eau Coty for women,Floral Aquatic,Bergamot,Melon,Orange,Spring/Summer,Day,moderate,moderate,4.26,24
2707,Ex'cla-ma'tion Eau de Parfum Coty for women,Oriental Floral,Floral Notes,Sandalwood,Peach,Summer,Night,moderate,soft,3.86,11
2708,Ex'cla-ma'tion Noir Coty for women,Chypre Floral,Sandalwood,Amber,Plum,Fall/Winter,All Time,moderate,heavy,3.53,21
2709,Ex'cla-ma'tion Play Coty for women,Floral Fruity,Musk,Vanilla,Tangerine,Spring,Day,weak,soft,3.88,9
2710,Ex'cla-ma'tion Wild Musk Coty for women,Floral Woody Musk,Musk,Orange,Sandalwood,Fall/Winter,Night,weak,heavy,3.89,10
2711,Fatale Coty for women,Floral,Narcissus,Jasmine,oak moss,Fall/Winter,All Time,moderate,heavy,4.89,12
2712,Ghost Myst Coty for women,Floral Aquatic,Water Notes,Musk,Jasmine,Spring/Summer,Day,moderate,moderate,3.87,86
2713,Gravity Coty for men,Oriental Woody,Cloves,Vanilla,Leather,All Season,All Time,moderate,heavy,4.08,51
2714,i by Ex'cla-ma'tion Coty for women,Floral Fruity,Sandalwood,Freesia,Orange Blossom,Spring/Summer,Day,moderate,heavy,4.22,35
2715,Ici Coty for women,Floral Fruity Gourmand,Sweet Notes,Cacao,Amber,Fall/Winter,All Time,moderate,heavy,3.96,283
2716,Imprevu Coty for women,Woody Chypre,Woodsy Notes,oak moss,Leather,Fall/Winter,All Time,long lasting,heavy,4.33,61
2717,Jungle Gardenia Coty for women,Floral Fruity,Gardenia,Banana,Peach,Spring/Summer,All Time,moderate,heavy,3.15,34
2718,L'Aimant Coty for women,Floral Aldehyde,Aldehydes,Ylang-Ylang,Rose,All Season,Day,moderate,moderate,3.88,486
2719,L'Aimant Fleur Rose Coty for women,Floral,Ylang-Ylang,Rose,Peony,Spring/Summer,Day,long lasting,heavy,4.1,11
2720,L'Origan Coty for women,Floral,Spices,Nutmeg,Benzoin,Fall/Winter,All Time,moderate,moderate,4.1,279
2721,La Voce Renee Fleming Coty for women,Oriental Floral,Dark Chocolate,Passionfruit,tuber,Winter,Night,very long lasting,heavy,4.17,8
2722,Lady Stetson Coty for women,Floral Aldehyde,Aldehydes,Sandalwood,Ylang-Ylang,Fall/Winter,Day,moderate,heavy,3.42,208
2723,Les Muses Coty for women,Oriental Floral,Tuberose,Ylang-Ylang,Aldehydes,All Season,Night,moderate,soft,4.8,7
2724,Masumi Coty for women,Chypre Floral,oak moss,Palisander Rosewood,Cardamom,Fall/Winter,All Time,moderate,heavy,3.96,104
2725,Muguet des Bois Coty for women,Floral Green,Lily-of-the-Valley,Green Leaves,Lilac,Spring/Summer,Day,moderate,moderate,4.09,261
2726,Muse Coty for women,Oriental Floral,Peach,Leather,Honey,Fall/Winter,All Time,moderate,moderate,5.0,3
2727,Nokomis Coty for women,Oriental Floral,Tuberose,Peach,Jasmine,Fall/Winter,Night,long lasting,heavy,4.52,58
2728,Nuance Coty for women,Floral Aldehyde,Aldehydes,Citruses,Rose,All Season,All Time,moderate,heavy,4.1,38
2729,Paris Coty for women,Floral,Lilac,Heliotrope,Civet,Fall/Winter,All Time,moderate,heavy,4.3,11
2730,Preferred Stock Coty for men,Oriental Fougere,Lavender,Cypress,Leather,All Season,All Time,long lasting,heavy,3.78,72
2731,Pret a Porter Coty for women,Oriental Floral,Pink Grapefruit,Freesia,Orange,Spring/Summer,Day,moderate,moderate,4.02,145
2732,Pret a Porter Glamour Chic Coty for women,Floral Fruity,Vanilla orchid,Apricot Blossom,Amyris,All Season,All Time,very long lasting,enormous,4.13,8
2733,Puzzle Coty for women,Citrus,Mint,Bergamot,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.3,37
2734,Raw Vanilla Coty for men,Oriental,Vanilla,Sandalwood,Bamboo,All Season,Day,moderate,moderate,4.01,133
2735,Roots for Her Coty for women,Floral Woody Musk,Floral Notes,Musk,Woody Notes,Spring,Day,moderate,heavy,3.7,10
2736,Roots Spirit Woman Coty for women,,Woody Notes,Lemongrass,Angelica,Spring/Summer,Day,moderate,moderate,4.27,11
2737,Roots Uniscent Coty for women and men,Aromatic Spicy,Sandalwood,Amber,Cardamom,All Season,All Time,long lasting,heavy,4.0,4
2738,Route 66 Coty for men,Oriental Fougere,Tobacco,Pineapple,Lavender,All Season,Day,long lasting,moderate,3.94,17
2739,Sand & Sable Coty for women,Floral,Gardenia,Tuberose,Jasmine,Spring/Summer,Day,moderate,moderate,3.84,431
2740,Smitty Coty for women,Floral Green,Green Notes,Oakmoss,Floral Notes,All Season,Day,moderate,moderate,4.28,25
2741,Stetson Coty for men,Chypre,Honey,Lavender,Musk,Fall/Winter,Day,long lasting,moderate,3.29,296
2742,Stetson All American Coty for men,Aromatic Spicy,Suede,Musk,Sage,Spring/Summer,All Time,moderate,heavy,3.68,39
2743,Stetson Black Coty for men,Woody Spicy,Suede,Woodsy Notes,Spices,Fall/Winter,Night,moderate,moderate,3.78,81
2744,Stetson Caliber Coty for men,Aromatic Spicy,Nutmeg,Violet,Black Pepper,All Season,All Time,moderate,heavy,4.28,18
2745,Stetson Country Coty for men,Woody Chypre,Cedar,Mahogany,Bergamot,All Season,Day,moderate,moderate,3.8,30
2746,Stetson Rich Suede Coty for men,Woody Chypre,Suede,Leather,Blue Sage,Fall/Winter,All Time,moderate,moderate,3.19,16
2747,Stetson Sierra Coty for men,Aromatic Fougere,Pine Tree Needles,Musk,Green Notes,Fall/Winter,All Time,moderate,moderate,3.87,50
2748,Toujours Masumi Coty for women,Floral Fruity,Passionfruit,Pineapple,Apricot,Summer,Day,moderate,moderate,4.75,5
2749,Tribe Coty for women,Oriental Floral,Musk,Raspberry,Apple,Spring/Summer,All Time,moderate,heavy,4.15,130
2750,Truly Lace Coty for women,Oriental Floral,Jasmine,Fruity Notes,Vanilla,All Season,Day,weak,heavy,3.5,40
2751,Vanilla Fields Coty for women,Oriental Vanilla,Vanilla,Tonka Bean,Amber,All Season,Day,long lasting,moderate,3.52,819
2752,Vanilla Musk Coty for women,Oriental Vanilla,Vanilla,Musk,Sandalwood,Fall/Winter,Day,moderate,moderate,3.91,446
2753,Wild Musk Coty for women,Oriental Floral,Musk,Vanilla,Rose,All Season,All Time,moderate,moderate,4.08,448
2754,WIld Musk Patchouli Blend Coty for women,Oriental Floral,Patchouli,Musk,Vanilla,Fall/Winter,Night,moderate,moderate,4.33,6
2755,2000 Fleurs Creed for women,Floral,Magnolia,iris,Rose,Spring/Summer,Day,long lasting,heavy,2.73,76
2756,250 Years Anniversary Creed for women and men,Chypre Floral,Grapefruit,Orange,Musk,All Season,All Time,moderate,heavy,1.57,11
2757,Acier Aluminium Creed for men,Citrus Aromatic,Spices,Fruity Notes,Ambergris,Fall/Winter,All Time,long lasting,heavy,3.91,163
2758,Acqua Fiorentina Creed for women,Floral Fruity,Plum,Apple,Bergamot,Spring/Summer,Day,moderate,heavy,4.01,416
